post_id,href,post_title,date,post,raw_company,raw_title,raw_yoe,raw_salary,raw_salary_total,raw_location,company,title,location,yoe,salary,salary_total
1543866,https://leetcode.com/discuss/compensation/1543866/Microsoft-L61-offer-or-Hyderabad,Microsoft L61 offer | Hyderabad,2021/10/27,"Education: BTech in Computer Science from Tier1 college
Years of Experience: 3.4 years
Prior Experience: SDE2 at one of the FAANG companies
Previous compensation: 32 base + $30K stocks for 2 years
Date of the Offer: Oct 2021
Company: Microsoft
Title/Level: Software Engineer 2 (L61)
Location: Hyderabad, India
Salary: 28,00,000
Relocation: 1,10,000
Signing Bonus: 7,00,000 (5,00,000 + 2,00,000)
Stock bonus: $120K stocks vested over 4 years
Bonus: Performance-based bonus upto 20% of base
Total comp (Salary + Bonus + Stock): ~60 LPA
Benefits: Standard MS benefits
Edit: Negotiated on the base component and it got budged slightly.",microsoft,software engineer 2,3.4 years,"28,00,000",: ~60 lpa,"hyderabad, india",microsoft,sde 2,hyderabad,3.4,2800000.0,6000000.0
1089354,https://leetcode.com/discuss/compensation/1089354/Phonepe-or-SDE-or-Bangalore,Phonepe | SDE | Bangalore,2021/03/02,"Education: B.Tech in ECE
Years of Experience: 0
Prior Experience: Software Engineer intern at Mediatek India Technology Pvt.Ltd
Date of the Offer: November 2020
Company: Phonepe
Title/Level: SDE
Location: Bangalore (Karnataka)/India
Salary: 17.5lpa
Relocation: NA
Signing Bonus: 5 lacs
Stock bonus: 8 lacs for 4 years
Bonus: Based on performance
Total comp (Salary + Bonus + Stock): 30.5lpa.
Benefits: Basic Phone benefits
Other details: It was a thrilling interview experience.",phonepe,sde,0,17.5lpa,: 30.5lpa.,bangalore,phonepe,sde 1,bangalore,0.0,1750000.0,3050000.0
1231715,https://leetcode.com/discuss/compensation/1231715/Cure.fit-or-SDE-1-or-Bangalore,Cure.fit | SDE 1 | Bangalore,2021/05/26,"Education: B.Tech from Tier-1
Years of Experience: 0
Date of the Offer: May 2021
Company: cure.fit
Title/Level: Software Development Engineer (SDE-1)
Location: Bangalore
Salary: INR 19,50,000
Joining Bonus: INR 1,00,000
ESOPS: INR 7,00,000 (Equally distributed in 4 years)
Total comp (Salary + Bonus): INR 20,50,000 ( Not including stocks as company is currently privately held )
Other benefits: Standard cure.fit benefits",cure.fit,software development engineer,0,"inr 19,50,000",": inr 20,50,000 ( not including stocks as company is currently privately held )",bangalore,cure.fit,sde 1,bangalore,0.0,1950000.0,2050000.0
917622,https://leetcode.com/discuss/compensation/917622/Sprinklr-or-SE2-or-Gurgaon,Sprinklr | SE2 | Gurgaon,2020/10/31,"Education: BTech in Computer Science from Deemed University
Years of Experience: 0
Prior Experience: Interned at Microsoft , Sprinklr
Company: Sprinklr
Title/Level: Product Engineer
Location: Gurgaon, India
Base Salary: 22,00,000 INR
Bonus: Performance-based bonus ( 3,00,000 INR )
Total comp (Salary + Bonus): ~25,00,000 INR
Perks : PF, Gratuity, Free Food, Cab pickup and drop , Relocation Allowance , Equity",sprinklr,product engineer,0,"22,00,000 inr",": ~25,00,000 inr","gurgaon, india",sprinklr,product engineer 1,delhi,0.0,2200000.0,2500000.0
1205498,https://leetcode.com/discuss/compensation/1205498/HashedIn-or-SDE-1-or-Bangalore,HashedIn | SDE 1 | Bangalore,2021/05/13,"Education: Tier 2 Engineering College (MCA)
Years of Experience: 2 years
Prior Experience: 2 years Product based Company
Date of the Offer: May 2021
Company: HashedIn by Deloitte
Title: Software Engineer - I (Band 7)
Location: Bangalore
Salary: 9.5 LPA
Performance Bonus: 1.5 L
Total comp (Salary + Bonus + Stock): 11 LPA
Benefits: Free food 4 times a day and other HashedIn benefits
Other details: Previous Compensation was 7.3 LPA
Interview Exp: https://bit.ly/3tIVsjl
PS: Do upvote if you like it. :-)",hashedin by deloitte,software engineer - i,2 years,9.5 lpa,: 11 lpa,bangalore,deloitte,sde 1,bangalore,2.0,950000.0,1100000.0
1606366,https://leetcode.com/discuss/compensation/1606366/Amazon-or-SDE-or-Bangalore-India,"Amazon | SDE | Bangalore, India",2021/12/01,"Education: Btech from tier-1
Years of Experience: 0
Prior Experience: None
Date of the Offer: 15 September,2021 (Oncampus)
Company: Amazon
Title/Level: Software Development Engineer
Location: Chennai
Base pay : 14,50,000
Sign on bouns: Y1-360000 and Y2- 225000
RSU - 1181432
Interview experiences :https://leetcode.com/discuss/interview-experience/1156330/Post's-links-for-Amazon-SDE-1-preparation",amazon,software development engineer,0,"14,50,000",,chennai,amazon,sde 1,chennai,0.0,1450000.0,-1.0
607996,https://leetcode.com/discuss/compensation/607996/Ninjacart-or-SDE2-or-Bangalore,Ninjacart | SDE2 | Bangalore,2020/05/02,"Education: Bachelor's in I.T. from a tier-1 university in India (IITs/BITS/NITs)
Years of Experience: 4.5
Prior Experience: Tier 1 company
Date of the Offer: Feb 2020
Company: Ninjacart
Title/Level: SDE2
Location: Bangalore
Salary: INR 26,50,000
Signing Bonus: INR 2,00,000
Variable: NA
Stock bonus: NA
Total comp (Salary + Bonus + Stock): INR 28,50,000 first year
Benefits: Gratuity and Medical Insurance",ninjacart,sde2,4.5,"inr 26,50,000",": inr 28,50,000 first year",bangalore,ninjacart,sde 2,bangalore,4.5,2650000.0,2850000.0
1638277,https://leetcode.com/discuss/compensation/1638277/SDE-1-(Backend)-or-GROWW-(Off-Campus),SDE-1 (Backend) | GROWW (Off- Campus),2021/12/21,"Education: B.Tech in CSE (2021 Batch)
Years of Experience: 6 months as FTE
Prior Experience: 6 months Intern
Prev CTC: 9 LPA
GROWW:
Date of the Offer: Dec 2021
Company: Groww
Title/Level: Software Development Engineer - I (Backend)
Location: Bangalore ( WFH now)
Salary: 15 LPA (Fixed including internet reimbursment)
Relocation: To be decided
Signing Bonus: Nil
Stock bonus: 3,00,000 (ESOPS vested over 4 years, 25% each year)
Performance Bonus: 2,00,000
Total comp (Salary + Bonus + Stock): 18 LPA (15 + 2 + 3 / 4) per year
CTC: 20 LPA
Benefits: Unlimited leaves, flexible timing
Other details: Negotiated once, original offer did not have signing bonus.
Interview experience: https://leetcode.com/discuss/interview-experience/1645191/Groww-oror-SDE-1-(Backend)-oror-Bangalore
Reason to switch early: beacuse I was not getting good work at current org.
Let me know if you have any questions, would be happy to help.
Keep grinding leetcode.",groww,software development engineer - i,6 months as fte,15 lpa,: 18 lpa (15 + 2 + 3 / 4) per year,bangalore,groww,sde 1,bangalore,0.5,1500000.0,1800000.0
578877,https://leetcode.com/discuss/compensation/578877/Oracle-or-Software-Developer-or-Bangalore,Oracle | Software Developer | Bangalore,2020/04/14,"Education: BS in Computer Science
Years of Experience: 0
Prior Experience: 0
Date of the Offer: June 2019
Company: Oracle
Title/Level: Software Developer
Location: Bangalore
Salary: 900000
Relocation: 187000
Signing Bonus: 0
Stock bonus: 0
Bonus: Not mentioned
Total comp (Salary + Bonus + Stock): ~9L
Benefits: Typical benefits at Oracle
Other details: Campus Interview",oracle,software developer,0,900000,: ~9l,bangalore,oracle,sde 1,bangalore,0.0,900000.0,900000.0
905583,https://leetcode.com/discuss/compensation/905583/HashedIn-or-Software-Engineer-or-Bangalore,HashedIn | Software Engineer | Bangalore,2020/10/22,"Education: B.Tech in Computer Science (from tier 2 college)
Years of Experience: 0
Company: Hashedin
Offer Type: Internship + Full time
Title/Level: Software developer
Location: Bangalore
Stipend During Internship: 21k per month
Base Salary: 6 LPA
Variable: 1 LPA
Joining bonus: 1 L
Total comp (Salary + Variable + Joining Bonus): 8 LPA
Other Benefits: Free food + other standard employee benefits",hashedin,software developer,0,6 lpa,: 8 lpa,bangalore,hashedin,sde 1,bangalore,0.0,600000.0,800000.0
1609900,https://leetcode.com/discuss/compensation/1609900/Google-or-L4-or-Bangalore,Google | L4 | Bangalore,2021/12/03,"Education: BTech CS (Tier 3 university)
Years of Experience: 5+
Current TC: 45L
Date of the Offer: Nov 2021
Company: Google
Title/Level: Software Engineer - L4
Location: Bangalore
Salary: 35L
Relocation/Signing Bonus: 3.5L
Stock bonus: $92k over 4 years (front loaded) = 22.8L first year
Bonus: 15% target bonus = 5L
Total comp (Salary + Bonus + Stock): 35L base + 3.5L bonus + 22.8L stocks = 61.3L
Benefits: Standard Google benefits
Other details: Negotiated once without competing offer.",google,software engineer - l4,5+,35l,: 35l base + 3.5l bonus + 22.8l stocks = 61.3l,bangalore,google,n/a,bangalore,5.0,3500000.0,6130000.0
1584444,https://leetcode.com/discuss/compensation/1584444/Amazon-or-SDE1-or-Bangalore-or-Nov-2021,Amazon | SDE1 | Bangalore | Nov 2021,2021/11/18,"Education: B.Tech at Tier 2 University on ECE
Years of Experience: 2.2
Prior Experience: Top Serviced based Company
Previous Comp: (11.7 base + 1.7 variable) INR 13,40,000
Date of the Offer: Nov 2021
Company: Amazon
Title/Level: SDE 1
Location: Bangalore
Salary: INR 20,00,000
Signing Bonus: 6,50,000 First year. 3,60,000 Second year.
Relocation Bonus: INR 1,50,000
Stock bonus: 5 units for 4 years
Total Comp(Salary + Bonus): INR 28,00,000 First year.
Benefits: Competing offer from a startup but didnt like the work stack
Other details: Recruiter initially asked me for expected compensation everything was same but I asked for 20 base , 5.5 Lakhs of First year and 3.5 for Second year but got more than a bit from expected and asked for 7 units for stocks, but later I accepted it.",amazon,sde 1,2.2,"inr 20,00,000",": inr 28,00,000 first year.",bangalore,amazon,sde 1,bangalore,2.2,2000000.0,2800000.0
350344,https://leetcode.com/discuss/compensation/350344/Uber-or-SE1-or-Hyderabad,Uber | SE1 | Hyderabad,2019/08/04,"Education: BE ECE from Tier 2 college
Years of Experience: 1
Prior Experience: Amazon
For fresh grad, any related Internship/coop experience? N/A
For experienced engineer, what's your current and past experience? 6 months internship at Amazon, FTE at Amazon since 1 year.
Date of the Offer: 15th July
Company: Uber
Title/Level: Software Engineer 1
Location: Hyderabad
Salary: 1900000 Per Annum
Relocation/Signing Bonus: 100000
Stock bonus: 800000
Bonus: performance based
Total comp (Salary + Bonus + Stock): 2700000
Benefits: Gym, Free Lunch/Snacks
Other details: N/A",uber,software engineer 1,1,1900000 per annum,: 2700000,hyderabad,uber,sde 1,hyderabad,1.0,1900000.0,2700000.0
1516668,https://leetcode.com/discuss/compensation/1516668/Myntra-or-SSE-or-Bangalore,Myntra | SSE | Bangalore,2021/10/12,"Education: Btech CSE
Years of Experience: 3+
Date of the Offer: September 2021
Company: Myntra
Title/Level: Senior Software Engineer
Location: Bangalore
Salary: 34.5 LPA
Relocation/Signing Bonus: 5LPA (1st year)+ 5LPA(2nd year)
Stock bonus:6.25 LPA + 6.25 LPA + 6.25 LPA + 6.25 LPA
Bonus: NA
Total comp (Salary + Bonus + Stock): 45.75 LPA
Benefits: Standard Benefits + Employee Discounts",myntra,senior software engineer,3+,34.5 lpa,: 45.75 lpa,bangalore,myntra,sde 2,bangalore,3.0,3450000.0,4575000.0
507047,https://leetcode.com/discuss/compensation/507047/Uber-or-SDE-II-or-Hyderabad,Uber | SDE II | Hyderabad,2020/02/12,"Education: Recent MS grad
Years of Experience: 4 years
Prior Experience: Microsoft India
Date of offer: December, 2019
Company: Uber
Title/Level: SDE II
Location: Hyderabad, India
Base Salary: INR 32,00,000
Relocation: reimbursable
Stock Bonus: $76k over 4 years
Performance bonus: ~INR 4.5 Lacs
Total Compensation (Salary + Stock + Perf): around INR 50L first year
Will share interview experience in a separate post",uber,sde ii,4 years,"inr 32,00,000",: around inr 50l first year,"hyderabad, india",uber,sde 2,hyderabad,4.0,3200000.0,5000000.0
1233843,https://leetcode.com/discuss/compensation/1233843/Disney%2BHotstar-SDE-1,Disney+Hotstar SDE-1,2021/05/27,"Education: B.Tech from Tier-3
Years of Experience: 10 months
Date of the Offer: May 2021
Company: Disney+Hotstar
Title/Level: Software Development Engineer (SDE-1)
Location: Bangalore
Salary: INR 21,00,000 base
Joining Bonus: INR 1,00,000
Stocks:- 10,000 USD stocks of dinsey
Other benefits: medical insurance etc.",disney,software development engineer,10 months,"inr 21,00,000 base",,bangalore,disney,sde 1,bangalore,0.8333333333333334,2100000.0,-1.0
953510,https://leetcode.com/discuss/compensation/953510/Amazon-or-SDE-2-or-Hyderabad,Amazon | SDE 2 | Hyderabad,2020/11/29,"Education: BE from not so known college
Years of Experience: 4 yrs 4 months
Prior Experience: Currenty working for a startup, was working in a product based MNC prior to it.
Date of the Offer: Nov 2020
Company: Amazon
Title/Level: SDE 2
Location: Hyderabad
Salary: INR 28,50,000
Relocation: INR 1,50,000
Signing Bonus: INR 18,25,000 (1st year) + INR 14,60,000 (2nd Year)
Stock bonus: 21 RSU's vested over 4 years
Bonus: NA
Total comp (Salary + Bonus + Stock): 28.5 + 18.25 + 1 RSU which is close to INR 48 LPA for first year
Benefits: Standard Amazon benefits
Other details: Didn't negotiate since the numbers looked fair for my profile.",amazon,sde 2,4 yrs 4 months,"inr 28,50,000",: 28.5 + 18.25 + 1 rsu which is close to inr 48 lpa for first year,hyderabad,amazon,sde 2,hyderabad,4.333333333333333,2850000.0,4800000.0
1257686,https://leetcode.com/discuss/compensation/1257686/SmartCoin-or-Software-Developer-1,SmartCoin | Software Developer 1,2021/06/08,"Education: BTech Tier 1
Years of Experience: 0
Prior Experience: 0
Date of the Offer: May 2021
Company: SmartCoin Financials
Title/Level: Member of Technical Staff - 1
Location: Hyderabad, Remote
Salary: 15,00,000 Rs.
Relocation: 0
Signing Bonus: 0
Stock bonus: 0
Bonus: 2,00,000 Rs.
Performance Bonus: Upto 10% of Bonus
Total comp (Salary + Bonus + Stock): ~17,00,000 Rs.
Benefits: Standard benefits
Other details: Had offers from other companies:- InsuranceDekho, Vymo, Covered by Sage and Cleartax
Decision: Rejected",smartcoin financials,member of technical staff - 1,0,"15,00,000 rs.",": ~17,00,000 rs.","hyderabad, remote",smartcoin,mts 1,hyderabad,0.0,1500000.0,1700000.0
1059607,https://leetcode.com/discuss/compensation/1059607/Atlassian-or-P5-or-Bangalore,Atlassian | P5 | Bangalore,2021/02/10,"Education: B.Tech from Tier 3 college
Years of Experience: 10
Date of the Offer: Feb 2020
Company: Atlassian
Title/Level: SDE 3
Location: Bangalore
Salary: Rs. 3600000
Relocation/Signing Bonus: Nil
Stock bonus: $100,000 over 4 years (RSUs of a private company)
Bonus: 15% annuallly, based on performance
Total comp (Salary + Bonus + Stock): Rs. 59,00,000
Previous Compensation: Rs. 40,00,000 ( Startup )",atlassian,sde 3,10,rs. 3600000,": rs. 59,00,000",bangalore,atlassian,sde 3,bangalore,10.0,3600000.0,5900000.0
1529665,https://leetcode.com/discuss/compensation/1529665/OLA-or-SDE-2,OLA | SDE 2,2021/10/19,"Education: B.Tech from CSE
Years of Experience: 4+
Prior Experience: 2 startups
Company: OLA
Title/Level: SDE-2
Location: India
Salary: Rs. 39,00,000
Relocation/Signing Bonus: Rs. 2,00,000
Stock bonus: Rs. 2,00,000
Bonus: N/A
Total comp (Salary + Bonus + Stock) ~ Rs. 43,00,000
Benefits: Many benefits
Other details: Offer non-negotiable",ola,sde-2,4+,"rs. 39,00,000","~ rs. 43,00,000",india,ola,sde 2,india,4.0,3900000.0,4300000.0
1469241,https://leetcode.com/discuss/compensation/1469241/Ola-or-SDE3-equivalent,Ola | SDE3 equivalent,2021/09/17,"Education: B.Tech - CSE
Years of Experience: 5+ yrs
Prior Experience: New aged startups
Company: OLA
Title/Level: SDE -3 equivalent
Location: India
Salary: Rs. 41,00,000
Relocation/Signing Bonus: Rs. 3,00,000
Stock bonus: Rs. 12,00,000
Total comp (Salary + Bonus): Rs. 50,00,000
Benefits: Standard benefits.
Other details: Negotiable due to other offer.",ola,sde -3 equivalent,5+ yrs,"rs. 41,00,000",": rs. 50,00,000",india,ola,n/a,india,5.0,4100000.0,5000000.0
1202863,https://leetcode.com/discuss/compensation/1202863/Amazon-or-SDE-1-or-Hyderabad,Amazon | SDE 1 | Hyderabad,2021/05/11,"Education: B.E. in Computer Engg (Tier 3 colg)
Years of Experience: 2 yrs 8 months
Prior Experience: B2B Saas Company
Date of the Offer: 6th May 2020
Company: Amazon
Title/Level: SDE 1
Location: Hyderabad
Salary: 17,15,000
Relocation/Signing Bonus: 9,50,000 (Year 1), 6,75,000 (Year 2)
Stock bonus: 7 stock units accross 4 years
Bonus: NA
Total comp (Salary + Bonus + Stock): 26,65,000 for 1st Year
Benefits: Standard Amazon benefits
Other details: Rejected the offer as current base is higher than the offered base.",amazon,sde 1,2 yrs 8 months,"17,15,000",": 26,65,000 for 1st year",hyderabad,amazon,sde 1,hyderabad,2.6666666666666665,1715000.0,2665000.0
1257692,https://leetcode.com/discuss/compensation/1257692/InsuranceDekho-(CarDekho)-or-Software-Developer-Engineer-1,InsuranceDekho (CarDekho) | Software Developer Engineer 1,2021/06/08,"Education: BTech Tier 1
Years of Experience: 0
Prior Experience: 0
Date of the Offer: May 2021
Company: InsuranceDekho
Title/Level: Software Dev. I
Location: Gurgaon, Remote
Salary: 13,00,000 Rs.
Relocation: 1,00,000 Rs.
Signing Bonus: 50,000 Rs.
Stock bonus: 2,00,000 Rs ESOPS vested over 2 years
Bonus: 0
Total comp (Salary + Bonus + Stock): ~14,50,000 (Not including stocks)
Benefits: Standard benefits
Other details: Had offers from other companies:- SmartCoin, Vymo, Covered by Sage and Cleartax
Decision: Rejected",insurancedekho,software dev. i,0,"13,00,000 rs.",": ~14,50,000 (not including stocks)","gurgaon, remote",insurancedekho,sde 1,delhi,0.0,1300000.0,1450000.0
949574,https://leetcode.com/discuss/compensation/949574/Amazon-or-SDE-1-or-New-Grad-'21-or-Bengaluru,Amazon | SDE 1 | New Grad '21 | Bengaluru,2020/11/26,"Education: Bachelors in Computer Science from Tier 1 Institute
Prior Experience: Interned at FAANG
Date of the Offer: November 2020
Company: Amazon
Title/Level: SDE1
Location: Hyderabad/Bengaluru
Salary: INR 1450000
Signing Bonus: INR (360000+225000)
Stock bonus: INR 11.62Lacs worth RSUs over 4 years (5+15+40+40)%
Relocation Bonus: 100000
Total comp (Salary + Bonus + Stock): INR 19,10,000 (First Year)
Benefits: Other monetary/non-monetary benefits
Other details: NA",amazon,sde1,,inr 1450000,": inr 19,10,000 (first year)",hyderabad,amazon,sde 1,hyderabad,-1.0,1450000.0,1910000.0
1332744,https://leetcode.com/discuss/compensation/1332744/MathWorks-Bangalore-or-Application-Support-Engineer-or-On-campus,"MathWorks, Bangalore | Application Support Engineer | On-campus",2021/07/12,"Education: B.Tech in Computer Science from Tier-2 College, India
Years of Experience: 0
Prior Experience: Interned at startup for 2 months
Date of the Offer: Sep 2020
Company: MathWorks
Title/Level: Application Support Engineer
Location: Bangalore, India
Salary: Rs. 16,00,000 (Base Salary)
Relocation: Rs. 20,000 + 1 month temporary stay + flight tickets
Signing Bonus: Rs. 2,00,000
Stock bonus: nil
Bonus: Performance-based bonus up to Rs. 1,00,000 every year
Total comp (Salary + Bonus + Stock): 16+2+1+0.2 = Rs. 19.2 lacs (for first year)
Benefits: 21 paid vacation days + 12 paid sick leave days + Health Insurance upto Rs. 7 lacs per year
Other details: Did not negotiate as my previous offer's base salary was just half of this.",mathworks,application support engineer,0,"rs. 16,00,000",: 16+2+1+0.2 = rs. 19.2 lacs (for first year),"bangalore, india",mathworks,n/a,bangalore,0.0,1600000.0,1920000.0
1196738,https://leetcode.com/discuss/compensation/1196738/VMWare-or-MTS-2-or-Bangalore-or-Apr-2021-Offer-Declined,VMWare | MTS-2 | Bangalore | Apr 2021 [Offer Declined],2021/05/08,"Education: MS in CS, US
Years of Experience: 1+
Prior Experience: SDE at a top US firm
Date of the Offer: Apr 2021
Company: VMWare
Title/Level: MTS-2
Location: Bangalore
Salary: 25,00,000
Relocation/Signing Bonus: 2,50,000
Stock bonus: $35,000 vested over 4 years(25% eaach year)
Bonus: 2,60,000
Total comp (Salary + Bonus + Stock): 36,00,000
Benefits: Health Insurance aand other standard benefits
Interview experience: https://leetcode.com/discuss/interview-experience/1196735/VMWare-or-MTS-2-or-Bangalore-or-Apr-2021-Offer-Declined",vmware,mts-2,1+,"25,00,000",": 36,00,000",bangalore,vmware,mts 2,bangalore,1.0,2500000.0,3600000.0
228994,https://leetcode.com/discuss/compensation/228994/Senior-Technical-Developer-at-DevON-Bangalore,Senior Technical Developer at DevON Bangalore,2019/01/30,"Education: B.Tech in Computer Science
Years of Experience: 2+
Prior Experience: System Engineer at Infosys
Company: DevOn Software services pvt ltd
Title/Level: Senior Technical Developer
Location: Bangalore India
Salary: 750000
Relocation: 0
Signing Bonus: 0
Stock bonus: None
Bonus: Performance-based bonus up to 25% of salary every year
Total comp (Salary + Bonus + Stock): 750000
Benefits: 27 leaves in a year which you can take anytime, sodexo coupons, cool environment.
Other details: None",devon software services pvt ltd,senior technical developer,2+,750000,: 750000,bangalore india,devon software services pvt ltd,n/a,bangalore,2.0,750000.0,750000.0
738964,https://leetcode.com/discuss/compensation/738964/Morgan-Stanley-or-Technology-Analyst-or-India-(Bangalore),Morgan Stanley | Technology Analyst | India (Bangalore),2020/07/16,"Following are the details of the offer that I recently got at Morgan Stanley:
Education : B.Tech in Electronics and Communication Engineering(Tier 1 non IIT/NIT/BITS)
Years of Experience : 0
Prior Experience : 1 internship at SRI Noida,India
Date of the offer : January 2020
Company : Morgan Stanley
Title/Level : Technology Analyst
Location : Bangalore,India
Salary : 16,00,000/- INR
Signing bonus : 1,50,000/-INR
Relocation : NA
Benefits : Some other monetary/non-monetary benefits",morgan stanley,technology analyst,0,"16,00,000/- inr",,"bangalore,india",morgan stanley,techonology analyst,bangalore,0.0,1600000.0,-1.0
1601179,https://leetcode.com/discuss/compensation/1601179/Vmware-oror-MTS-2-oror-Bangalore,Vmware || MTS-2  || Bangalore,2021/11/28,"Education: Btech+ Mtech IIT
Years of Experience: 2.3
Prior Experience: Jio
Date of the Offer: 12 Nov 2021
Company: Vmware
Title/Level: MTS-2
Location: Bangalore
Salary: 23.5 lpa(INR)
Employer PF +Medical : 1.5 lpa
Stock bonus: $16500 stock grant vested over 4 years
Bonus: Performance-based bonus up to 12% of salary every year-(2,82,000 lpa)
Total comp (Salary + Bonus + Stock): ~30 lpa
Benefits: Standard Vmware benefits",vmware,mts-2,2.3,23.5,: ~30 lpa,bangalore,vmware,mts 2,bangalore,2.3,2350000.0,3000000.0
1666684,https://leetcode.com/discuss/compensation/1666684/cure.fit-or-Backend-Engineer-or-Banglore,cure.fit | Backend Engineer | Banglore,2022/01/04,"Education: B.Tech in Chemical from Tier 1 college
Years of Experience: 2
Prior Experience: SDE 2 at a product based company
Current CTC: (16 fixed + 2 esops + 3 variable) = 21
Date of the Offer: 2021 January
Company: Cure.fit
Title/Level: Backend Engineer
Location: Banglore
Salary: 28LPA INR
Relocation: 40k
ESPOs: 8 Lakh INR vested over 4 years
Total comp (Salary + Stock):  36
Other details: Did not negotiate
interview experience: https://leetcode.com/discuss/interview-experience/1665065/cure.fit-or-Backend-Engineer-or-Banglore-or-Dec-2021-or-Offer",cure.fit,backend engineer,2,28lpa inr,: 36,banglore,cure.fit,sde 1,bangalore,2.0,2800000.0,-1.0
1573231,https://leetcode.com/discuss/compensation/1573231/Paypal-or-SE-3-or-Hyderabad,Paypal | SE 3 | Hyderabad,2021/11/12,"Education: Btech - Tier 3
Years of Experience: 6.5 years
Prior Experience: Service Based + Product Based
For fresh grad, any related Internship/coop experience? - NA
For experienced engineer, what's your current and past experience? - 6.5 years total - 5 years of full stack dev
Date of the Offer: Oct
Company: Paypal
Title/Level: SE - 3 or SDE - 3 (bit confused what they call it but it was for T24 level)
Location: Hyderabad
Salary: 25.5 Base
Relocation/Signing Bonus: 0
Stock bonus: 40k$ (1/3 cash out every year)
Bonus: 2.5 L
Total comp (Salary + Bonus + Stock): 25 + 2.5 + 10 = 37.5
Current comp - 20 fixed + 15% variable + gratuity, insurance meal cards and other benefits separate
Benefits: Standard Paypal Benefits
Other details: This was offered on call with one of the TA team member - Rejected as it was pretty low from expectation - post which TA said will come back if they can increase offer.
Any comment or guidance welcome - how to deal with this kind of low offers ?",paypal,se - 3 or sde - 3,6.5 years,25.5 base,: 25 + 2.5 + 10 = 37.5,hyderabad,paypal,n/a,hyderabad,6.5,2550000.0,-1.0
896670,https://leetcode.com/discuss/compensation/896670/Morgan-Stanley-or-Manager-or-Mumbai,Morgan Stanley | Manager | Mumbai,2020/10/16,"Education: Tier 3 College B.E CSE
Years of Experience: 7+ Years
Prior Experience: One of the top 3 US Banks
Date of the Offer: 12 October 2020
Company: Morgan Stanley
Title/Level: Manager
Location: Mumbai
Salary: 2150000
Relocation/Signing Bonus: 2,50000
Stock bonus: NA
Bonus: 210000
Total comp (Salary + Bonus + Stock):2310000
Benefits: Standard Benefits Insurance etc
Other details: Rejected the offer as the salary was low",morgan stanley,manager,7+ years,2150000,:2310000,mumbai,morgan stanley,manager,mumbai,7.0,2150000.0,2310000.0
1549152,https://leetcode.com/discuss/compensation/1549152/Arcesium-or-Senior-Software-Engineer-or-Bangalore,Arcesium | Senior Software Engineer | Bangalore,2021/10/30,"Education: SRM University
Years of Experience: 2.3
Prior Experience: TCS Digital
Date of the Offer: October 2021
Company: Arcesium
Title: Senior Software Engineer
Location: Bangalore
Salary: 20 LPA
Performance Bonus: 1.5-2.5 LPA
Joining Bonus - Nil
Long Term Incentive - 10 LPA vested over four years
Total comp (Salary + Bonus ): 24-25 LPA",arcesium,senior software engineer,2.3,20 lpa,: 24-25 lpa,bangalore,arcesium,sde 2,bangalore,2.3,2000000.0,2500000.0
1130100,https://leetcode.com/discuss/compensation/1130100/Grab-or-Software-Engineer-Grade-3-(SDE-1)-or-Bangalore,Grab | Software Engineer Grade 3 (SDE 1) | Bangalore,2021/03/28,"Education: Bachelor's in CS from a tier-3 university in India
Years of Experience: 1year 10 months
Prior Experience: Software Engineer at a Startup.
Company: Grab
Title/Level: Software Engineer - Full Stack (Grade 3)
Location: Bangalore
Date of the Offer: Feb 2021
Salary: Rs. 15,00,000
Relocation/Signing Bonus: Rs. 67,000
Stock bonus: 2000 units over 4 years
Bonus: Target performance bonus: 15% of base salary (variable)
Other Benefits: GrabFlex worth Rs. 50,000 which can be used for travel and other things, Insurance.
What do you guys think about the offer?/ Can anyone from Grab tell me more about the work culture.",grab,software engineer - full stack,1year 10 months,"rs. 15,00,000",,bangalore,grab,n/a,bangalore,1.8333333333333335,1500000.0,-1.0
1265191,https://leetcode.com/discuss/compensation/1265191/Servicenow-or-Software-Quality-Engineer-or-Hyderabad-India,Servicenow | Software Quality Engineer | Hyderabad India,2021/06/11,"Education: Masters (Tier 1)
Years of Experience: 5.6
Prior Experience: Product Based
Date of the Offer: February 2021
Company: ServiceNow
Title/Level: software quality engineer IC2
Location: Hyderabad ( I'm not from hyderabad and need to relocate)
current compensation : 10L
Salary: 13L (fixed)
Stock bonus: 25000 USD over 4 years
Perfomance Bonus: 10% (1.3L)
Others : PF : 63k + gradudity 28K
Total comp (Salary + Bonus + Stock): 20 L (1st year)",servicenow,software quality engineer ic2,5.6,13l,: 20 l (1st year),hyderabad,servicenow,n/a,hyderabad,5.6,1300000.0,2000000.0
